Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Time_Coração;Valor_Arrecadado;Ganhadores_7_Números;Cidade;UF;Ganhadores_6_Números;Ganhadores_5_Números;Ganhadores_4_Números;Ganhadores_3_Números;Ganhadores_Time_Coração;Valor_Rateio_7_Números;Valor_Rateio_6_Números;Valor_Rateio_5_Números;Valor_Rateio_4_Números;Valor_Rateio_3_Números;Valor_Time_Coração;Valor_Acumulado;Estimativa_Premio
551;18/03/2014;19;73;45;63;2;27;40;OLARIA/RJ;6.060.48800;0;;;15;609;11233;106061;23517;000;22.31338;78512.0;600;200;500;15.817.25425;16.500.00000
552;20/03/2014;49;17;66;62;4;22;44;GAMA/DF;6.388.29000;1;SÃO PAULO;SP;31;972;15469;122920;34947;16.666.08279;10.95262;49901.0;600;200;500;000;100.00000
553;22/03/2014;79;23;29;33;65;31;74;INTER LIMEIRA/SP;1.529.72000;0;;;2;121;2349;24476;6407;000;42.60132;1.00593;600;200;500;213.00657;350.00000
554;25/03/2014;53;79;67;66;49;74;28;ATLÉTICO/MG;1.273.02400;1;RIACHO DA CRUZ;RN;4;188;2703;22378;15598;369.32604;15.63195;47513.0;600;200;500;000;700.00000
555;27/03/2014;35;77;72;39;68;14;43;PAULISTA/SP;1.415.01000;0;;;6;161;2628;23840;3746;000;13.27029;70649.0;600;200;500;765.64654;900.00000
556;29/03/2014;65;10;30;25;21;57;55;MARÍLIA/SP;1.413.11400;0;;;2;147;2514;24707;6327;000;38.77296;75360.0;600;200;500;959.51134;1.100.00000
557;01/04/2014;37;40;8;72;65;22;60;SÃO RAIMUNDO/AM;1.394.67400;0;;;2;111;1776;19698;4478;000;39.837559999999996;1.02541;600;200;500;1.158.69915;1.300.00000
558;03/04/2014;45;65;67;31;72;68;27;PALMEIRAS/SP;1.717.77200;0;;;4;160;3180;29121;27413;000;20.15258;71973.0;600;200;500;1.360.22500;1.500.00000
559;05/04/2014;19;10;51;9;60;32;13;FLUMINENSE/RJ;1.588.68400;0;;;1;251;3986;34490;18168;000;76.58821;43590.0;600;200;500;1.748.71622;2.000.00000
560;08/04/2014;75;39;23;56;15;76;45;CEARÁ/CE;1.557.69400;0;;;2;173;3417;29981;10252;000;40.93707;67608.0;600;200;500;1.953.40155;2.100.00000
561;10/04/2014;31;58;10;53;27;57;28;TUNA LUSO/PA;1.911.82400;0;;;4;171;3672;35452;6687;000;26.35738;88078.0;600;200;500;2.216.97537;2.500.00000
562;12/04/2014;7;49;29;31;76;74;23;VILLA NOVA/MG;1.725.83200;0;;;5;242;3351;29737;4042;000;19.43459;57363.0;600;200;500;2.459.90782;2.700.00000
563;15/04/2014;36;8;50;69;70;14;12;IPATINGA/MG;1.636.48600;0;;;7;141;2578;26571;7350;000;12.94847;91833.0;600;200;500;2.686.50606;2.900.00000
564;17/04/2014;2;62;40;19;18;10;69;TUNA LUSO/PA;1.797.89200;0;;;4;186;3329;32132;5840;000;24.97573;76730.0;600;200;500;3.173.77284;3.300.00000
565;19/04/2014;31;15;46;26;18;73;24;INTER LIMEIRA/SP;1.131.29800;0;;;2;90;1835;18860;4575;000;31.415440000000004;99731.0;600;200;500;3.330.85007;3.500.00000
566;22/04/2014;40;29;8;49;23;20;7;UNIÃO BARBARENSE/SP;1.443.81800;0;;;5;171;3161;25679;3527;000;16.13353;67391.0;600;200;500;3.532.51912;3.700.00000
567;24/04/2014;40;1;25;57;39;5;77;JOINVILLE/SC;2.121.00200;0;;;2;213;3781;37165;10738;000;57.74685;77460.0;600;200;500;3.821.25334;4.000.00000
568;26/04/2014;22;25;75;68;6;66;45;YPIRANGA/AP;2.293.36200;0;;;7;242;4522;42449;7491;000;18.10923;74831.0;600;200;500;4.138.16487;4.400.00000
569;29/04/2014;52;1;47;66;74;13;64;AMÉRICA/RJ;2.137.93400;0;;;3;194;3634;36422;9730;000;39.20707;86613.0;600;200;500;4.683.90701;4.900.00000
570;03/05/2014;8;21;80;69;61;63;36;NACIONAL/AM;3.194.08800;0;;;1;254;5150;51159;11368;000;179.09115;1.00726;600;200;500;5.131.63488;5.400.00000
571;06/05/2014;7;54;43;18;53;10;37;JOINVILLE/SC;2.916.30200;0;;;3;238;5412;54451;14763;000;52.561130000000006;94647.0;600;200;500;5.525.84335;6.000.00000
572;08/05/2014;33;17;74;23;28;5;22;ITUANO/SP;3.135.35000;0;;;10;354;6941;62996;18027;000;16.58284;66920.0;600;200;500;5.940.41415;6.300.00000
573;10/05/2014;25;12;2;42;76;37;49;BOTAFOGO/RJ;3.126.52800;0;;;11;352;6054;55983;38249;000;13.983039999999999;62424.0;600;200;500;6.324.94791;6.600.00000
574;13/05/2014;59;65;43;12;33;52;61;ITUANO/SP;2.842.16800;0;;;2;236;4758;46267;15371;000;77.66221999999999;94022.0;600;200;500;7.119.12943;7.400.00000
575;15/05/2014;14;47;21;40;43;22;6;BARUERI/SP;3.240.06200;0;;;9;300;6135;55555;13160;000;19.85991;85113.0;600;200;500;7.565.97742;8.000.00000
576;17/05/2014;71;69;68;13;14;20;43;CORINTHIANS/SP;3.156.43600;0;;;6;284;5246;52952;68967;000;22.6274;68291.0;600;200;500;7.905.38836;8.200.00000
577;20/05/2014;21;61;54;10;62;80;72;RORAIMA/RR;3.374.67200;0;;;5;321;5497;53903;11165;000;37.960609999999996;84469.0;600;200;500;8.379.89600;8.700.00000
578;22/05/2014;36;5;23;6;12;33;63;BAHIA/BA;3.593.31000;0;;;11;447;8458;75105;36804;000;16.13748;56731.0;600;200;500;8.823.67661;9.200.00000
579;24/05/2014;42;30;3;69;54;7;26;GAMA/DF;3.785.18200;0;;;4;390;6956;65530;19847;000;51.42035;75341.0;600;200;500;9.781.63021;10.000.00000
580;27/05/2014;66;60;39;4;42;8;2;REMO/PA;4.019.86000;0;;;7;447;8224;75108;20749;000;30.91661;69164.0;600;200;500;10.322.67092;10.700.00000
581;29/05/2014;64;24;57;58;5;25;56;PAYSANDU/PA;4.486.39000;0;;;7;513;9002;83203;20294;000;34.83703;67908.0;600;200;500;10.932.31891;11.500.00000
582;31/05/2014;21;50;57;77;70;58;28;SANTO ANDRÉ/SP;4.710.84800;0;;;7;328;6885;70761;19612;000;37.721959999999996;1.15005;600;200;500;11.592.45324;12.000.00000
583;03/06/2014;35;18;11;29;49;48;32;RIO BRANCO/AC;4.554.72400;0;;;8;491;9087;82385;16004;000;31.427570000000003;73151.0;600;200;500;12.221.00460;12.700.00000
584;05/06/2014;75;54;23;4;71;5;31;PALMEIRAS/SP;4.781.95400;0;;;9;471;9366;89371;67866;000;25.28448;69020.0;600;200;500;13.391.56047;14.000.00000
585;07/06/2014;70;28;36;57;54;50;56;SÃO PAULO/SP;4.544.70200;1;Curitiba;PR;9;526;8547;74066;82356;13.909.33959;23.01241;56249.0;600;200;500;000;100.00000
586;10/06/2014;78;11;51;54;52;80;33;MIXTO/MT;1.305.50200;0;;;1;99;2233;22322;5561;000;72.05575;1.03976;600;200;500;180.13938;400.00000
587;12/06/2014;30;80;50;61;19;21;26;DESPORTIVA/ES;1.227.56400;0;;;6;99;2045;19602;3355;000;11.58338;1.00288;600;200;500;353.89003;500.00000
588;14/06/2014;52;36;34;39;63;73;80;MOTO CLUBE/MA;1.392.20200;0;;;4;104;2199;22669;6035;000;19.30971;1.06097;600;200;500;546.98710;700.00000
589;17/06/2014;35;3;75;50;69;32;43;CEARÁ/CE;1.110.03800;0;;;2;94;1785;17933;6851;000;30.08505;91443.0;600;200;500;940.45070;1.100.00000
590;21/06/2014;16;76;20;22;21;78;77;JUVENTUDE/RS;1.833.70200;0;;;5;120;2490;27343;8710;000;20.44915;1.2172100000000001;600;200;500;1.196.06513;1.400.00000
591;24/06/2014;48;11;19;21;23;66;38;INTER LIMEIRA/SP;1.159.16800;0;;;0;126;2236;21459;4949;000;0.0;71767.0;600;200;500;1.417.61288;1.600.00000
592;26/06/2014;42;76;55;30;67;7;34;OLARIA/RJ;1.624.08000;0;;;2;145;2770;26260;5531;000;45.519729999999996;89694.0;600;200;500;1.645.21151;1.900.00000
593;28/06/2014;52;1;58;34;69;25;64;NACIONAL/AM;1.378.85200;0;;;1;116;2197;21722;4446;000;77.75823000000001;95761.0;600;200;500;1.839.60708;2.000.00000
594;01/07/2014;74;46;23;1;10;45;68;PAYSANDU/PA;1.670.11200;0;;;9;220;3619;31620;6702;000;10.10781;59071.0;600;200;500;2.279.68927;2.500.00000
595;03/07/2014;1;54;41;3;10;51;52;SAMPAIO CORRÊA/MA;1.862.76000;0;;;6;179;3643;34991;8117;000;16.90371;80943.0;600;200;500;2.533.24488;2.700.00000
596;05/07/2014;14;19;55;20;76;79;28;SANTO ANDRÉ/SP;1.748.25000;0;;;8;166;3443;32631;6843;000;11.97105;82416.0;600;200;500;2.772.66588;2.900.00000
597;08/07/2014;39;13;32;40;46;54;65;INTER LIMEIRA/SP;1.646.38600;0;;;3;164;2857;28004;7035;000;30.28725;79147.0;600;200;500;2.999.82028;3.200.00000
598;10/07/2014;46;12;29;71;1;20;2;MOTO CLUBE/MA;2.096.15200;0;;;7;224;4183;39184;9476;000;16.26768;72623.0;600;200;500;3.284.50465;3.600.00000
599;12/07/2014;50;2;47;39;13;25;68;BOTAFOGO/RJ;1.975.60800;0;;;9;184;3621;35307;24040;000;10.8304;75678.0;600;200;500;3.777.88841;4.000.00000
600;15/07/2014;57;13;42;44;27;19;29;YPIRANGA/AP;1.976.14800;0;;;12;288;4886;42593;6417;000;8.89515;52947.0;600;200;500;4.044.74278;4.200.00000
601;17/07/2014;18;62;55;77;15;67;56;CRB/AL;2.184.92600;0;;;0;176;3612;36472;7690;000;0.0;99090.0;600;200;500;4.472.02276;4.700.00000
602;19/07/2014;4;16;69;74;60;14;25;FLUMINENSE/RJ;2.474.06400;0;;;4;183;3931;41000;26727;000;31.4597;98234.0;600;200;500;4.786.61972;5.000.00000
603;22/07/2014;3;37;59;78;57;46;63;SÃO CAETANO/SP;2.508.78800;0;;;7;241;4250;42064;10846;000;19.80369;82172.0;600;200;500;5.133.18428;5.400.00000
604;24/07/2014;29;35;2;58;68;52;74;XV PIRACICABA/SP;2.733.25800;0;;;6;247;4603;43920;8607;000;25.6388;88972.0;600;200;500;5.841.32589;6.200.00000
605;26/07/2014;33;71;78;42;72;62;49;ATHLÉTICO/PR;2.488.88000;0;;;5;184;3687;38688;15829;000;27.05477;1.05026;600;200;500;6.179.51052;6.500.00000
606;29/07/2014;66;70;16;69;47;39;43;SERGIPE/SE;2.735.90200;0;;;5;267;4762;45251;10483;000;30.436729999999997;81425.0;600;200;500;6.559.96959;6.700.00000
607;31/07/2014;24;40;20;6;57;14;33;PARANÁ/PR;3.036.71800;0;;;9;287;5726;55578;12902;000;18.4624;82708.0;600;200;500;6.975.37349;7.500.00000
608;02/08/2014;72;75;74;40;71;25;53;CRB/AL;3.641.62600;0;;;3;314;6125;56315;13192;000;68.12438;92981.0;600;200;500;7.486.30627;7.800.00000
609;05/08/2014;12;4;31;73;2;60;5;PARANÁ/PR;3.512.12400;0;;;6;328;7178;66854;13263;000;32.02468;83688.0;600;200;500;8.391.74651;8.800.00000
610;07/08/2014;53;67;64;18;71;37;34;SERGIPE/SE;3.681.56800;0;;;12;327;6235;58618;13673;000;17.15595;89939.0;600;200;500;8.906.42511;9.300.00000
611;09/08/2014;44;60;77;38;39;29;13;YPIRANGA/AP;3.580.30800;0;;;9;355;6661;62858;11908;000;22.11564;80096.0;600;200;500;9.404.02700;9.800.00000
612;12/08/2014;10;60;71;28;29;70;7;PARANÁ/PR;3.466.72400;0;;;15;285;6825;61127;13385;000;12.73593;95758.0;600;200;500;9.881.62441;10.300.00000
613;14/08/2014;1;68;51;18;54;29;5;BANGU/RJ;3.736.67200;0;;;6;334;6426;65039;18434;000;34.02152;87309.0;600;200;500;10.391.94721;10.800.00000
614;16/08/2014;40;2;51;67;34;53;56;RIO BRANCO/AC;3.498.33200;0;;;5;290;5449;54778;11404;000;39.47895;97238.0;600;200;500;11.384.17173;12.000.00000
615;19/08/2014;67;50;78;77;43;35;20;JI-PARANÁ / RO;4.053.20600;0;;;14;286;6135;62961;18460;000;16.09443;1.12548;600;200;500;11.947.47669;12.500.00000
616;21/08/2014;62;10;15;51;52;53;25;PALMAS/TO;4.468.32600;0;;;16;446;7917;76416;18307;000;15.43116;79083.0;600;200;500;12.564.72303;13.000.00000
617;23/08/2014;63;12;19;23;47;18;20;FIGUEIRENSE/SC;4.376.91400;0;;;11;558;10104;87226;17547;000;21.51634;60593.0;600;200;500;13.156.42233;13.500.00000
618;26/08/2014;71;23;54;31;11;33;25;GOIÁS/GO;4.013.86600;0;;;7;392;7614;73125;34141;000;29.67479;75700.0;600;200;500;13.675.73111;14.000.00000
619;28/08/2014;42;30;6;70;15;34;66;DESPORTIVA/ES;4.265.13600;0;;;4;364;6737;66486;13045;000;60.31701999999999;94689.0;600;200;500;14.857.84730;15.500.00000
620;30/08/2014;7;47;30;71;72;35;77;PALMAS/TO;4.277.52000;0;;;11;402;7685;74129;15928;000;21.55556;84261.0;600;200;500;15.450.62522;15.900.00000
621;02/09/2014;48;44;72;57;63;29;15;RORAIMA/RR;4.594.07400;0;;;9;522;8889;80387;15706;000;28.321;69756.0;600;200;500;16.087.84784;16.600.00000
622;04/09/2014;27;50;6;55;66;51;52;CORINTHIANS/SP;4.940.31200;0;;;10;435;8983;82962;99828;000;21.75015;71429.0;600;200;500;16.631.60137;17.200.00000
623;06/09/2014;76;74;77;68;78;42;62;TUNA LUSO/PA;4.782.30400;0;;;11;483;8585;72743;17251;000;24.39321;79362.0;600;200;500;17.302.41446;17.800.00000
624;09/09/2014;45;27;60;3;73;76;35;GRÊMIO/RS;5.815.75000;0;;;14;495;9813;97396;80513;000;20.1901;81576.0;600;200;500;18.639.31212;19.300.00000
625;11/09/2014;67;3;43;56;73;50;32;MIXTO/MT;6.146.12400;0;;;3;520;10110;99067;29094;000;113.07113999999999;93190.0;600;200;500;19.487.34569;20.000.00000
626;13/09/2014;56;7;50;29;14;12;44;PALMAS/TO;6.326.43600;0;;;18;712;13240;120417;25821;000;19.13941;69123.0;600;200;500;20.348.61923;21.000.00000
627;16/09/2014;43;32;4;66;75;50;74;BRAGANTINO/SP;6.303.05800;0;;;15;570;10262;102975;27336;000;23.28858;87551.0;600;200;500;21.221.94087;22.000.00000
628;18/09/2014;9;67;43;58;39;16;69;AVAÍ/SC;6.375.45000;1;SÃO GONÇALO DOS CAMPOS;BA;14;597;11369;106984;41426;22.077.12912;24.43395;81855.0;600;200;500;000;150.00000
629;20/09/2014;31;52;55;70;57;40;67;BOTAFOGO/RJ;1.602.49800;0;;;2;102;2027;22482;19098;000;40.91731;1.14614;600;200;500;933.06733;1.100.00000
630;23/09/2014;49;35;26;62;12;50;15;JUVENTUS/SP;1.714.38600;0;;;1;142;2867;28747;7098;000;94.98042;95553.0;600;200;500;1.170.51837;1.300.00000
631;25/09/2014;65;35;14;21;34;60;19;XV PIRACICABA/SP;1.892.04600;0;;;1;152;3019;31609;5179;000;106.83599;1.00409;600;200;500;1.437.60833;1.700.00000
632;27/09/2014;39;40;38;35;17;18;14;BANGU/RJ;1.755.20400;0;;;12;185;3082;29011;7971;000;8.061960000000001;74705.0;600;200;500;1.679.46702;2.000.00000
633;30/09/2014;37;77;1;17;30;69;43;IPATINGA/MG;1.890.13200;0;;;4;152;2994;30578;9101;000;26.06925;98004.0;600;200;500;1.940.15953;2.100.00000
634;02/10/2014;22;26;71;14;38;30;69;SANTA CRUZ/PE;2.296.13000;0;;;4;174;3650;35817;14570;000;31.14426;1.0227899999999999;600;200;500;2.515.30902;2.800.00000
635;04/10/2014;72;71;36;7;55;68;13;AMÉRICA/RN;2.251.53200;0;;;5;279;4577;42811;9448;000;24.51066;62751.0;600;200;500;2.821.69228;3.100.00000
636;07/10/2014;21;73;75;55;16;12;48;SANTOS/SP;2.287.99000;0;;;4;194;3996;39133;39401;000;26.363;77652.0;600;200;500;3.085.32222;3.300.00000
637;09/10/2014;72;13;76;26;43;21;19;OPERARIO/MS;2.528.24400;0;;;3;289;5053;47210;8522;000;46.4634;68902.0;600;200;500;3.433.79770;3.700.00000
638;11/10/2014;3;4;69;29;23;14;17;VILLA NOVA/MG;2.326.62000;0;;;5;279;5236;47810;5623;000;25.62264;65598.0;600;200;500;3.754.08067;4.000.00000
639;14/10/2014;69;19;15;74;44;37;20;JI-PARANÁ / RO;2.399.93600;1;GENERAL CARNEIRO;MT;6;240;4479;42516;9920;4.083.94327;21.99084;78538.0;600;200;500;000;500.00000
640;16/10/2014;26;66;37;3;31;11;52;VITÓRIA/BA;1.574.34400;0;;;0;132;2586;25571;11691;000;0.0;90770.0;600;200;500;607.27863;800.00000
641;18/10/2014;8;33;15;80;21;38;51;UNIÃO BARBARENSE/SP;1.518.24000;0;;;4;202;3169;28033;3401;000;21.22069;60030.0;600;200;500;819.48552;1.000.00000
642;21/10/2014;8;30;64;61;41;7;23;BOTAFOGO/RJ;1.522.03600;0;;;1;101;2147;22995;18229;000;77.01674;1.08934;600;200;500;1.012.02737;1.200.00000
643;23/10/2014;20;2;43;38;70;64;66;IPATINGA/MG;1.681.47200;0;;;7;139;2458;25341;7487;000;13.412239999999999;96490.0;600;200;500;1.246.74161;1.500.00000
644;25/10/2014;61;7;42;26;72;35;14;SANTOS/SP;1.600.95000;0;;;9;160;3132;27253;27684;000;8.1623;65589.0;600;200;500;1.636.95217;1.800.00000
645;28/10/2014;21;2;32;24;14;8;40;PALMEIRAS/SP;1.722.88600;0;;;3;167;3234;30305;26917;000;26.97;69213.0;600;200;500;1.839.22717;2.000.00000
646;30/10/2014;63;78;5;55;25;50;39;CRICIÚMA/SC;1.975.36600;0;;;4;227;3880;35030;7488;000;27.226090000000003;68536.0;600;200;500;2.111.48810;2.200.00000
647;01/11/2014;57;48;67;34;55;30;69;CSA/AL;1.941.04800;0;;;1;162;3193;30686;5970;000;109.55028999999999;96605.0;600;200;500;2.385.36382;2.600.00000
648;04/11/2014;58;71;6;69;46;77;56;SPORT/PE;1.914.45000;0;;;1;147;3169;32269;10790;000;104.0403;1.01108;600;200;500;2.645.46457;2.900.00000
649;06/11/2014;39;29;57;47;35;77;2;GOIÁS/GO;1.799.41600;0;;;6;167;3133;31901;15677;000;15.55741;79849.0;600;200;500;3.127.20054;3.400.00000
650;08/11/2014;14;40;62;20;75;80;23;VILA NOVA/MG;2.099.48000;0;;;5;194;3302;34840;4698;000;23.87781;87915.0;600;200;500;3.425.67312;3.700.00000
651;11/11/2014;4;75;49;57;62;58;41;MARÍLIA/SP;2.030.60600;0;;;2;166;3291;32515;9749;000;56.03904;96452.0;600;200;500;3.705.86834;4.000.00000
652;13/11/2014;65;9;30;24;49;2;25;GRÊMIO/RS;2.180.70000;0;;;5;222;4050;38140;33851;000;20.53204;66061.0;600;200;500;3.962.51879;4.200.00000
653;18/11/2014;28;5;26;21;58;34;55;ATHLÉTICO/PR;2.857.69400;0;;;8;332;5750;53028;27995;000;18.09514;62289.0;600;200;500;4.324.42167;4.700.00000
654;20/11/2014;48;14;12;60;13;69;41;FLAMENGO/RJ;1.890.53000;0;;;2;141;3241;33466;49476;000;37.51201;76012.0;600;200;500;4.788.93795;5.000.00000
655;22/11/2014;78;53;48;23;40;62;65;SÃO PAULO/SP;2.071.15400;0;;;13;174;3249;31372;38890;000;7.280460000000001;77706.0;600;200;500;5.025.55294;5.200.00000
656;25/11/2014;74;2;5;69;45;21;61;VASCO DA GAMA/RJ;2.338.00000;0;;;4;205;3924;38622;32882;000;28.35987;79051.0;600;200;500;5.309.15164;5.600.00000
657;27/11/2014;13;25;11;14;2;64;40;CORITIBA/PR;2.744.85200;0;;;5;298;5489;52138;17268;000;29.09429;69737.0;600;200;500;5.672.83031;6.000.00000
658;29/11/2014;58;40;19;25;65;20;64;AMÉRICA/RJ;2.653.71000;0;;;4;196;4407;44934;11963;000;36.560359999999996;1.06589;600;200;500;6.038.43387;6.300.00000
659;02/12/2014;39;21;6;34;54;63;45;PALMEIRAS/SP;2.919.77600;0;;;6;293;5294;49632;42579;000;23.31406;68203.0;600;200;500;6.707.98614;7.000.00000
660;04/12/2014;59;43;8;35;72;47;13;VILA NOVA/GO;3.189.49800;0;;;11;421;7020;60946;11742;000;15.838420000000001;59118.0;600;200;500;7.143.54262;7.500.00000
661;06/12/2014;36;46;21;23;59;38;29;ABC/RN;3.217.96400;0;;;5;302;5426;53506;22630;000;34.37127;81294.0;600;200;500;7.573.18352;8.000.00000
662;09/12/2014;67;47;12;70;29;7;58;AVAÍ/SC;3.038.98200;0;;;9;345;5616;53598;19914;000;18.00508;67099.0;600;200;500;7.978.29793;8.300.00000
663;11/12/2014;5;44;60;27;7;58;77;TUNA LUSO/PA;3.410.62600;0;;;4;424;7308;66071;11870;000;46.67418;62903.0;600;200;500;8.445.03971;8.800.00000
664;13/12/2014;57;17;25;14;35;33;13;IPATINGA/MG;3.561.60600;0;;;14;639;9976;82287;16488;000;13.314689999999999;41673.0;600;200;500;9.351.66734;9.800.00000
665;16/12/2014;36;26;27;4;42;74;70;MIXTO/MT;3.670.60600;0;;;7;259;5614;58604;17108;000;29.040940000000003;1.12127;600;200;500;9.859.88370;10.200.00000
666;18/12/2014;42;68;74;37;57;32;80;CRICIÚMA/SC;4.173.82800;0;;;5;331;6346;65548;16336;000;46.73505;1.00852;600;200;500;10.444.07181;11.000.00000
667;20/12/2014;1;12;18;77;14;16;23;CEARÁ/CE;4.310.59800;0;;;15;573;9692;85109;29709;000;14.98896;56054.0;600;200;500;11.006.15784;11.500.00000
668;23/12/2014;66;60;8;51;15;25;69;ATLÉTICO/MG;4.350.72400;0;;;15;358;7554;73398;49012;000;14.59876;87382.0;600;200;500;11.553.61140;12.000.00000
669;27/12/2014;34;60;27;32;41;28;11;CSA/AL;4.637.95200;1;SANTOS;SP;3;321;7169;73725;15610;12.206.34177;87.03072;1.16195;600;200;500;000;650.00000
670;30/12/2014;16;64;57;32;69;9;15;AMÉRICA/MG;1.768.92800;0;;;1;186;3155;30326;21983;000;87.38938;67119.0;600;200;500;789.40839;1.000.00000
671;03/01/2015;43;5;11;55;50;60;61;VILLA NOVA/MG;1.593.06600;0;;;7;153;3017;28469;3952;000;12.76021;83400.0;600;200;500;1.012.71201;1.200.00000
672;06/01/2015;37;71;10;61;42;52;26;MIXTO/MT;1.719.82000;0;;;1;108;2357;26088;7398;000;96.29329;1.27372;600;200;500;1.253.44523;1.500.00000
673;08/01/2015;38;57;27;75;48;36;11;ATLÉTICO/GO;2.069.80800;0;;;4;223;3727;36348;11658;000;27.95673;71637.0;600;200;500;1.533.01252;1.800.00000
674;10/01/2015;22;39;71;3;33;25;30;SÃO PAULO/SP;2.013.23200;0;;;4;179;3720;35686;34490;000;23.09807;73736.0;600;200;500;2.002.60485;2.300.00000
675;13/01/2015;48;25;76;63;61;56;22;ATLÉTICO/GO;2.076.04800;0;;;3;184;3376;32545;10962;000;38.025220000000004;88568.0;600;200;500;2.287.79397;2.500.00000
676;15/01/2015;26;8;30;79;18;62;43;PONTE PRETA/SP;2.209.90200;0;;;2;151;3351;34749;10107;000;61.34911999999999;1.1608100000000001;600;200;500;2.594.53955;2.900.00000
677;17/01/2015;21;42;1;4;41;16;64;IPATINGA/MG;2.115.35800;0;;;4;201;3645;35616;9867;000;29.07197;82649.0;600;200;500;2.885.25923;3.100.00000
678;20/01/2015;56;59;40;61;33;50;58;IPATINGA/MG;2.045.92800;0;;;2;148;2953;30518;9240;000;57.1321;1.10293;600;200;500;3.170.91974;3.400.00000
679;22/01/2015;7;77;66;44;45;2;18;FLAMENGO/RJ;2.311.51000;0;;;6;285;5137;45689;59274;000;15.043579999999999;45243.0;600;200;500;3.675.36708;3.900.00000
680;24/01/2015;5;79;68;67;4;2;44;RIO BRANCO/AC;2.217.41600;0;;;3;198;3873;38758;6795;000;41.313179999999996;89422.0;600;200;500;3.985.21591;4.200.00000
681;27/01/2015;7;42;11;28;79;21;57;PALMEIRAS/SP;2.464.16600;1;CORRENTINA;BA;2;246;5176;45223;38080;4.272.78094;57.513009999999994;66797.0;600;200;500;000;100.00000
682;29/01/2015;75;19;5;33;46;42;69;GRÊMIO/RS;1.482.12800;0;;;12;200;3301;29473;22614;000;5.7161599999999995;48995.0;600;200;500;171.48491;350.00000
683;31/01/2015;68;77;1;32;12;41;64;CRB/AL;1.432.04000;0;;;3;92;1960;21727;4617;000;27.08718;1.2618200000000002;600;200;500;374.63870;500.00000
684;03/02/2015;24;77;66;74;43;34;5;VITÓRIA/BA;1.379.83400;0;;;1;118;2465;24392;10023;000;72.94485;88310.0;600;200;500;787.88379;1.000.00000
685;05/02/2015;15;4;3;67;72;23;33;CRB/AL;1.575.03600;0;;;4;144;3161;30597;5296;000;21.62568;85816.0;600;200;500;1.004.14058;1.200.00000
686;07/02/2015;20;58;29;4;35;11;24;RIO BRANCO/ES;1.551.53800;0;;;2;168;3239;30040;5092;000;42.611340000000006;72468.0;600;200;500;1.217.19730;1.400.00000
687;10/02/2015;7;8;50;55;58;56;6;INTERNACIONAL/RS;1.564.65800;0;;;6;184;2911;28874;21300;000;12.554;58481.0;600;200;500;1.405.50734;1.600.00000
688;12/02/2015;26;74;37;33;38;64;46;PORTUGUESA DESPORTOS/SP;1.860.88000;0;;;1;150;3051;30368;8195;000;103.0383;98131.0;600;200;500;1.663.10307;1.900.00000
689;14/02/2015;43;26;2;76;79;68;30;BRAGANTINO/SP;1.778.70800;0;;;5;159;2835;27039;6688;000;19.98297;89770.0;600;200;500;2.137.89158;2.300.00000
690;19/02/2015;78;4;52;8;66;35;3;SANTO ANDRÉ/SP;2.027.43200;0;;;5;201;3888;37421;8425;000;22.18506;78838.0;600;200;500;2.415.20488;2.700.00000
691;21/02/2015;48;73;79;68;64;38;17;SÃO CAETANO/SP;1.930.17600;0;;;1;127;2887;29683;8318;000;107.74441999999999;1.21197;600;200;500;2.684.56592;2.900.00000
692;24/02/2015;27;35;13;19;55;66;64;VILLA NOVA/MG;1.948.34800;0;;;8;244;4635;40543;4857;000;13.35353;62545.0;600;200;500;2.951.63659;3.200.00000
693;26/02/2015;40;34;51;17;24;7;59;PONTE PRETA/SP;2.095.88000;0;;;3;199;3494;34687;9203;000;38.62842;83191.0;600;200;500;3.241.34972;3.500.00000
694;28/02/2015;61;15;64;62;70;4;57;NACIONAL/AM;2.103.18000;0;;;2;131;3115;31661;7053;000;59.513009999999994;1.29799;600;200;500;3.819.11941;4.100.00000
695;03/03/2015;20;69;36;15;53;3;26;MARÍLIA/SP;2.358.54600;0;;;5;226;4474;41977;10712;000;25.77605;81466.0;600;200;500;4.141.32001;4.400.00000
696;05/03/2015;30;21;78;47;38;41;10;AMERICANO/RJ;2.685.36600;0;;;5;200;3823;40483;10344;000;30.230040000000002;1.07964;600;200;500;4.519.19554;4.800.00000
697;07/03/2015;23;54;30;22;65;57;75;PALMAS/TO;2.796.76800;0;;;4;204;4505;46132;11888;000;38.77228;1.08605;600;200;500;4.906.91829;5.200.00000
698;10/03/2015;18;45;6;34;16;27;47;SANTA CRUZ/PE;2.562.41600;0;;;3;304;5211;48235;16322;000;45.23705;63774.0;600;200;500;5.246.19616;5.500.00000
699;12/03/2015;54;32;42;78;33;23;47;AMÉRICA/RJ;2.790.15000;1;BRUSQUE;SC;5;268;5120;48886;12571;5.628.43886;30.579420000000002;81501.0;600;200;500;000;500.00000
700;14/03/2015;23;25;20;73;60;52;77;RIO BRANCO/AC;1.415.69800;0;;;1;123;2374;23440;4331;000;79.58189;92429.0;600;200;500;560.81864;750.00000
