Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Time_Coração;Valor_Arrecadado;Ganhadores_7_Números;Cidade;UF;Ganhadores_6_Números;Ganhadores_5_Números;Ganhadores_4_Números;Ganhadores_3_Números;Ganhadores_Time_Coração;Valor_Rateio_7_Números;Valor_Rateio_6_Números;Valor_Rateio_5_Números;Valor_Rateio_4_Números;Valor_Rateio_3_Números;Valor_Time_Coração;Valor_Acumulado;Estimativa_Premio
403;20/03/2013;67;14;8;46;64;32;51;ATHLÉTICO/PR;2.195.45800;0;;;5;251;3922;35622;12175;000;23.91927;68068.0;600;200;500;5.987.00329;6.250.00000
404;23/03/2013;50;32;7;26;62;21;16;RIVER/PI;2.411.00400;0;;;7;198;3942;38698;11159;000;19.04438;96183.0;600;200;500;6.634.06786;7.000.00000
405;27/03/2013;12;28;22;13;53;66;78;REMO/PA;2.188.10400;0;;;6;200;4350;41310;9628;000;19.82559;84966.0;600;200;500;6.931.45161;7.100.00000
406;30/03/2013;70;32;30;33;55;4;65;CRB/AL;2.182.52200;0;;;2;158;3528;36547;7251;000;61.14102;1.10562;600;200;500;7.237.15670;7.500.00000
407;03/04/2013;51;6;63;77;47;75;73;PALMAS/TO;2.415.98400;0;;;4;222;4101;40588;9075;000;33.60685;86504.0;600;200;500;7.573.22517;7.900.00000
408;06/04/2013;75;46;15;27;9;31;63;INTERNACIONAL/RS;3.036.57000;0;;;9;355;5679;53020;40956;000;16.363329999999998;59263.0;600;200;500;7.941.40004;8.300.00000
409;09/04/2013;75;5;73;34;56;64;41;BAHIA/BA;1.376.08200;0;;;4;122;2384;23102;13187;000;17.72942;83041.0;600;200;500;8.415.61950;8.550.00000
410;11/04/2013;6;33;18;32;10;37;58;ATHLÉTICO/PR;2.605.51000;0;;;9;299;5491;50419;14388;000;15.44372;66408.0;600;200;500;8.763.10321;9.000.00000
411;13/04/2013;54;2;15;79;49;21;67;ATLÉTICO/GO;2.936.28200;0;;;9;322;5177;48463;14379;000;17.90144;71478.0;600;200;500;9.165.88556;9.500.00000
412;16/04/2013;23;39;10;44;70;62;29;RORAIMA/RR;2.274.27200;0;;;2;175;3492;37289;7339;000;63.975809999999996;1.0445;600;200;500;9.485.76460;9.700.00000
413;18/04/2013;76;64;66;31;61;33;67;ITUANO/SP;3.147.41000;0;;;3;208;4658;45481;14739;000;58.57617;1.20692;600;200;500;9.925.08586;10.200.00000
414;20/04/2013;20;40;44;79;36;13;60;FIGUEIRENSE/SC;3.854.49200;0;;;6;335;6953;68001;16946;000;35.24771;90186.0;600;200;500;10.861.43800;11.000.00000
415;23/04/2013;12;45;55;35;54;1;41;JUVENTUDE/RS;3.071.80200;0;;;9;269;5474;55043;16322;000;18.48761;88363.0;600;200;500;11.277.40913;11.600.00000
416;25/04/2013;49;16;56;69;2;38;27;REMO/PA;3.949.60200;0;;;8;413;7075;66489;18529;000;27.10302;74999.0;600;200;500;11.819.46950;12.000.00000
417;27/04/2013;43;22;41;16;44;36;28;CORITIBA/PR;3.538.45400;0;;;7;441;6556;61228;22300;000;27.087940000000003;61423.0;600;200;500;12.293.50839;12.700.00000
418;30/04/2013;39;31;60;44;6;25;32;NÁUTICO/PE;3.845.04200;0;;;8;378;6433;63861;19169;000;26.3647;79711.0;600;200;500;12.820.80240;13.300.00000
419;02/05/2013;44;16;2;70;3;24;5;SAMPAIO CORRÊA/MA;3.070.07200;0;;;10;324;6264;58946;12509;000;16.718970000000002;73716.0;600;200;500;13.714.24441;14.200.00000
420;04/05/2013;37;23;67;56;66;45;32;LONDRINA/PR;4.253.68200;0;;;8;436;8146;73860;23144;000;28.776609999999998;75430.0;600;200;500;14.289.77661;14.700.00000
421;07/05/2013;17;12;65;79;40;1;42;ATLÉTICO/GO;3.727.00800;0;;;7;301;6290;62919;18230;000;29.193920000000002;96989.0;600;200;500;14.800.67010;15.000.00000
422;09/05/2013;4;52;6;39;8;31;43;SPORT/PE;4.393.17400;0;;;7;391;8104;80137;23966;000;33.84264;86554.0;600;200;500;15.392.91631;15.800.00000
423;11/05/2013;77;4;45;35;72;71;46;NÁUTICO/PE;4.994.78000;0;;;9;467;7975;83681;23924;000;30.53193;84058.0;600;200;500;16.079.88469;16.600.00000
424;14/05/2013;16;70;13;29;78;44;80;IPATINGA/MG;4.644.94400;0;;;10;450;9028;85330;22516;000;25.189729999999997;79967.0;600;200;500;17.308.70461;18.200.00000
425;16/05/2013;6;19;54;68;24;7;2;CRUZEIRO/MG;5.427.90800;0;;;19;714;12757;112343;59494;000;13.986289999999999;53169.0;600;200;500;17.973.05349;18.500.00000
426;18/05/2013;43;45;28;75;20;6;32;ATHLÉTICO/PR;5.256.88400;0;;;16;481;10007;93595;31194;000;17.63094;83782.0;600;200;500;18.678.29112;19.200.00000
427;21/05/2013;13;16;74;63;67;31;45;RIO BRANCO/ES;5.042.61000;2;SÃO PAULO;SP;24;604;9982;92082;17778;9.686.81012;11.58882;65783.0;600;200;500;000;150.00000
427;21/05/2013;13;16;74;63;67;31;45;RIO BRANCO/ES;5.042.61000;2;SUMARÉ;SP;24;604;9982;92082;17778;9.686.81012;11.58882;65783.0;600;200;500;000;150.00000
428;23/05/2013;48;74;25;39;6;14;13;GRÊMIO/RS;1.529.75400;0;;;3;166;3143;30247;24771;000;23.355729999999998;60298.0;600;200;500;175.16795;360.00000
429;25/05/2013;40;61;6;47;38;75;5;BANGU/RJ;1.277.03000;0;;;1;76;1800;19455;5694;000;71.29554;1.3401399999999999;600;200;500;837.07129;1.000.00000
430;28/05/2013;79;54;11;21;32;28;78;SÃO PAULO/SP;1.168.53600;0;;;0;79;1855;19093;22633;000;0.0;94948.0;600;200;500;1.020.84361;1.150.00000
431;01/06/2013;28;2;44;46;48;72;1;BARUERI/SP;1.975.03200;0;;;3;201;3435;34674;6842;000;36.60285;78044.0;600;200;500;1.295.36496;1.500.00000
432;04/06/2013;64;70;21;28;31;58;11;SANTOS/SP;1.433.86600;0;;;2;81;1903;20281;25730;000;33.52639;1.18258;600;200;500;1.462.99689;1.600.00000
433;06/06/2013;79;36;1;43;72;4;17;MOTO CLUBE/MA;1.707.37600;0;;;3;154;3215;30599;6773;000;31.3152;87148.0;600;200;500;1.697.86088;1.900.00000
434;08/06/2013;27;21;47;10;25;60;80;VITÓRIA/BA;1.734.64400;0;;;6;186;3587;33620;13715;000;14.94731;68881.0;600;200;500;2.128.56922;2.300.00000
435;11/06/2013;22;53;36;58;57;34;15;JUVENTUS/SP;1.627.68800;0;;;6;236;3392;29476;6667;000;14.842270000000001;53906.0;600;200;500;2.351.20334;2.500.00000
436;13/06/2013;23;16;9;6;24;10;1;ATLÉTICO/GO;1.848.59000;2;BRAGANÇA;PA;20;484;6310;43247;9558;1.294.28796;4.74745;28025.0;600;200;500;000;150.00000
436;13/06/2013;23;16;9;6;24;10;1;ATLÉTICO/GO;1.848.59000;2;BRAGANÇA;PA;20;484;6310;43247;9558;1.294.28796;4.74745;28025.0;600;200;500;000;150.00000
437;15/06/2013;37;30;78;60;45;15;57;CORINTHIANS/SP;1.282.82600;0;;;4;116;2028;19921;32453;000;13.153870000000001;64797.0;600;200;500;131.53874;300.00000
438;18/06/2013;42;20;74;29;52;17;36;ATHLÉTICO/PR;1.295.29200;0;;;4;95;2179;21047;8187;000;17.4906;1.05206;600;200;500;306.44470;450.00000
439;20/06/2013;69;36;1;6;62;70;46;RORAIMA/RR;1.541.05800;1;SÃO PAULO;SP;2;114;2123;23250;4822;525.38324;43.78771;1.09743;600;200;500;000;350.00000
440;22/06/2013;56;39;58;72;27;54;12;INTERNACIONAL/RS;1.136.04600;2;RIACHO DE SANTANA;BA;5;158;2427;20898;17619;164.71144;10.587589999999999;47864.0;600;200;500;000;100.00000
440;22/06/2013;56;39;58;72;27;54;12;INTERNACIONAL/RS;1.136.04600;2;MURIAÉ;MG;5;158;2427;20898;17619;164.71144;10.587589999999999;47864.0;600;200;500;000;100.00000
441;25/06/2013;23;13;38;60;19;63;20;SÃO CAETANO/SP;869.36600;0;;;1;103;1812;17590;3353;000;47.19279;65454.0;600;200;500;117.98198;250.00000
442;27/06/2013;53;1;39;43;15;50;66;BRASILIENSE/DF;1.112.99200;0;;;3;66;1557;16803;4328;000;20.878120000000003;1.35572;600;200;500;274.56789;400.00000
443;29/06/2013;79;71;73;13;8;51;53;CRICIÚMA/SC;1.188.42800;0;;;4;132;2186;21348;4353;000;16.4185;71075.0;600;200;500;438.75285;550.00000
444;02/07/2013;3;79;35;46;11;56;72;ITUANO/SP;1.066.80600;0;;;2;94;1754;17959;4607;000;29.487759999999998;89628.0;600;200;500;729.89899;900.00000
445;04/07/2013;46;9;64;76;17;38;28;BARUERI/SP;1.374.58600;0;;;1;106;2458;22871;4860;000;76.65274000000001;1.03305;600;200;500;921.53084;1.100.00000
446;06/07/2013;57;77;43;29;35;15;65;JUVENTUDE/RS;1.415.99000;0;;;8;181;2915;25390;6571;000;9.62904;60798.0;600;200;500;1.114.11148;1.300.00000
447;09/07/2013;51;49;23;10;29;70;25;FLUMINENSE/RJ;1.091.89400;0;;;1;89;1850;18487;15676;000;52.61441;84453.0;600;200;500;1.245.64751;1.500.00000
448;11/07/2013;80;63;32;21;16;42;1;MOTO CLUBE/MA;1.482.68600;0;;;3;164;2682;26542;6003;000;27.199409999999997;71078.0;600;200;500;1.449.64311;1.700.00000
449;13/07/2013;10;69;53;38;64;36;24;VILA NOVA/GO;1.545.90400;0;;;4;147;2909;26775;5090;000;21.513170000000002;83627.0;600;200;500;1.851.74993;2.000.00000
450;16/07/2013;76;27;9;15;24;6;44;ATHLÉTICO/PR;1.305.12400;0;;;3;186;3012;26367;8338;000;22.76685;52458.0;600;200;500;2.022.50130;2.200.00000
451;18/07/2013;44;20;78;22;48;29;36;FORTALEZA/CE;1.560.02200;0;;;5;139;2926;27074;14834;000;16.00861;82264.0;600;200;500;2.222.60894;2.400.00000
452;20/07/2013;37;67;38;79;74;40;70;MOTO CLUBE/MA;1.507.57600;0;;;4;95;1901;20381;5653;000;21.45682;1.29063;600;200;500;2.437.17712;2.600.00000
453;23/07/2013;57;32;46;1;66;5;79;AMERICANO/RJ;1.253.77600;0;;;3;96;2147;21718;4272;000;23.28942;1.0397;600;200;500;2.611.84776;2.800.00000
454;25/07/2013;58;68;69;10;42;61;2;SAMPAIO CORRÊA/MA;1.456.30600;0;;;5;108;2070;21930;5456;000;16.41755;1.08581;600;200;500;3.010.13047;3.200.00000
455;27/07/2013;70;21;60;18;23;78;76;AMÉRICA/MG;1.553.20600;0;;;2;79;2015;21603;6793;000;43.764959999999995;1.58281;600;200;500;3.228.95529;3.400.00000
456;30/07/2013;43;17;11;73;72;24;36;JOINVILLE/SC;1.500.63600;0;;;3;154;2928;26868;7528;000;27.1296;75499.0;600;200;500;3.432.42728;3.600.00000
457;01/08/2013;25;46;40;68;2;9;72;MOTO CLUBE/MA;1.843.34200;0;;;3;171;3179;29861;7886;000;34.0532;85346.0;600;200;500;3.687.82624;3.900.00000
458;03/08/2013;66;12;77;64;31;30;25;ATLÉTICO/GO;1.838.12800;1;PEDRO TEIXEIRA;MG;5;139;2898;28895;9810;3.940.28505;20.19671;1.03785;600;200;500;000;100.00000
459;06/08/2013;41;10;44;8;2;50;14;UBERLÂNDIA/MG;988.61600;0;;;3;173;2378;20005;2860;000;18.02199;44645.0;600;200;500;348.22879;450.00000
460;08/08/2013;18;39;46;29;52;60;9;BAHIA/BA;1.184.76000;0;;;0;104;1879;19300;12771;000;0.0;82934.0;600;200;500;559.54649;700.00000
461;10/08/2013;4;24;11;67;3;22;76;BRAGANTINO/SP;1.297.95600;0;;;1;113;2523;24955;4865;000;71.07615;89856.0;600;200;500;737.23685;900.00000
462;13/08/2013;57;39;28;12;11;70;71;CSA/AL;1.123.66200;0;;;2;88;1714;18101;3248;000;31.7911;1.03217;600;200;500;896.19234;1.000.00000
463;15/08/2013;48;66;68;5;55;63;4;TUNA LUSO/PA;1.210.77400;0;;;1;104;2116;21148;3891;000;67.55126;92790.0;600;200;500;1.065.07050;1.200.00000
464;17/08/2013;76;16;37;2;12;60;45;OPERARIO/MS;1.399.81000;0;;;4;128;2553;24396;4084;000;19.5784;87403.0;600;200;500;1.431.30426;1.600.00000
465;20/08/2013;62;23;71;12;79;39;47;BOTAFOGO/PB;1.325.19000;0;;;4;124;2220;21899;5833;000;18.31566;84403.0;600;200;500;1.614.46080;1.800.00000
466;22/08/2013;66;50;11;31;64;43;72;RORAIMA/RR;1.486.54000;0;;;1;91;2002;21832;4358;000;84.88794;1.3326200000000001;600;200;500;1.826.68064;2.000.00000
467;24/08/2013;40;42;1;34;19;53;80;RIVER/PI;1.501.46400;0;;;3;156;2954;27586;6356;000;27.34655;75127.0;600;200;500;2.031.77974;2.200.00000
468;27/08/2013;79;14;56;11;33;24;16;DESPORTIVA/ES;1.308.98600;0;;;3;168;2813;25740;3621;000;24.064629999999998;61389.0;600;200;500;2.212.26444;2.400.00000
469;29/08/2013;59;36;18;49;25;65;77;NÁUTICO/PE;1.498.34000;0;;;5;165;2804;26248;6990;000;16.37906;70905.0;600;200;500;2.614.14237;2.800.00000
470;31/08/2013;75;22;64;48;38;37;56;BOTAFOGO/PB;1.518.94000;0;;;3;133;2459;24246;6408;000;28.1599;90740.0;600;200;500;2.825.34161;3.000.00000
471;03/09/2013;66;56;43;71;18;20;65;PORTUGUESA DESPORTOS/SP;1.344.23600;0;;;5;90;1849;19893;6313;000;15.0053;1.19089;600;200;500;3.012.90786;3.200.00000
472;05/09/2013;63;18;12;7;20;11;28;VILA NOVA/GO;1.629.48400;0;;;6;232;4065;33418;5878;000;14.67542;54219.0;600;200;500;3.233.03918;3.400.00000
473;10/09/2013;32;73;65;55;63;70;71;BARUERI/SP;2.129.21000;0;;;7;209;3319;31980;7592;000;17.152060000000002;82067.0;600;200;500;3.533.20009;3.700.00000
474;12/09/2013;38;25;63;48;62;5;57;PAULISTA/SP;1.943.71400;0;;;3;177;3247;33020;5125;000;36.5382;88470.0;600;200;500;4.045.85547;4.200.00000
475;14/09/2013;76;36;63;64;28;65;68;RIO BRANCO/AC;1.943.71000;0;;;3;178;3687;31600;5820;000;36.38528;87605.0;600;200;500;4.318.74508;4.500.00000
476;17/09/2013;29;73;45;58;13;43;48;SÃO PAULO/SP;1.927.10600;0;;;2;221;3906;36066;36957;000;42.4281;54852.0;600;200;500;4.530.88559;4.800.00000
477;19/09/2013;71;14;55;68;41;28;12;VITÓRIA/BA;2.272.16000;0;;;7;219;4314;40043;15505;000;17.23398;78693.0;600;200;500;4.832.48010;5.100.00000
478;21/09/2013;69;11;27;47;63;43;38;RIO BRANCO/ES;2.291.48600;0;;;4;219;4047;40009;7327;000;31.9602;83392.0;600;200;500;5.152.08210;5.400.00000
479;24/09/2013;29;65;26;44;31;80;72;BRASILIENSE/DF;2.428.84200;1;CURITIBA;PR;6;227;4050;40331;9410;5.489.92146;22.52262;85044.0;600;200;500;000;400.00000
480;26/09/2013;68;10;35;12;38;60;28;SANTOS/SP;1.258.72600;0;;;1;141;2257;22938;22311;000;57.12574;57878.0;600;200;500;431.62755;600.00000
481;28/09/2013;25;78;6;76;3;37;26;VILLA NOVA/MG;1.304.47800;0;;;5;101;2262;22273;2758;000;14.78825;1.0458399999999999;600;200;500;616.48071;800.00000
482;01/10/2013;16;55;35;80;21;15;33;RIO BRANCO/ES;1.235.27000;0;;;1;104;2479;23453;4000;000;68.10219000000001;93546.0;600;200;500;786.73618;900.00000
483;03/10/2013;26;31;12;55;71;79;36;GRÊMIO/RS;1.482.41000;0;;;3;139;2631;26532;23784;000;23.0598;71099.0;600;200;500;959.68469;1.100.00000
484;05/10/2013;47;28;71;4;39;29;33;GRÊMIO/RS;1.459.21600;0;;;3;127;2567;25933;24064;000;22.5704;76165.0;600;200;500;1.296.99257;1.400.00000
485;08/10/2013;19;48;28;24;4;5;30;FORTALEZA/CE;1.376.51200;0;;;7;205;3531;29597;12045;000;9.85181;48057.0;600;200;500;1.469.39925;1.600.00000
486;10/10/2013;27;51;56;42;39;61;77;VITÓRIA/BA;1.589.54200;0;;;1;136;2361;24386;10325;000;86.32769;90680.0;600;200;500;1.685.21846;1.900.00000
487;15/10/2013;55;57;42;48;5;78;52;SANTA CRUZ/PE;1.931.81200;0;;;9;203;3630;34593;12557;000;11.431510000000001;72402.0;600;200;500;1.942.42734;2.150.00000
488;17/10/2013;36;37;34;15;57;60;30;DESPORTIVA/ES;1.775.80400;0;;;8;176;2933;27799;4964;000;12.579939999999999;81687.0;600;200;500;2.194.02619;2.400.00000
489;19/10/2013;69;77;2;49;4;66;7;VILA NOVA/GO;1.579.11800;0;;;2;153;2975;29189;5409;000;43.61849;81453.0;600;200;500;2.635.14389;2.800.00000
490;22/10/2013;77;13;28;79;17;46;45;VASCO DA GAMA/RJ;1.425.68200;0;;;7;183;3345;29407;20817;000;9.45689;51677.0;600;200;500;2.800.63954;3.000.00000
491;24/10/2013;80;13;48;55;4;60;62;YPIRANGA/AP;1.677.77000;0;;;9;389;3757;32053;5758;000;10.20967;33744.0;600;200;500;3.030.35721;3.200.00000
492;26/10/2013;2;57;20;30;21;76;65;PAULISTA/SP;1.649.50400;1;CUIABÁ;MT;2;114;2323;24598;3909;3.266.98970;47.3265;1.18612;600;200;500;000;100.00000
493;29/10/2013;1;51;77;42;16;46;60;CORINTHIANS/SP;936.14600;0;;;0;66;1405;14536;21285;000;0.0;86878.0;600;200;500;140.48308;300.00000
494;31/10/2013;56;6;22;74;40;33;49;VITÓRIA/BA;1.137.46800;0;;;3;112;1782;18075;8308;000;20.29315;77652.0;600;200;500;469.55966;600.00000
495;05/11/2013;19;50;61;6;62;3;46;FORTALEZA/CE;1.502.17600;0;;;5;144;2632;24956;12000;000;15.82831;78513.0;600;200;500;667.41360;800.00000
496;07/11/2013;20;44;75;70;34;69;43;JUVENTUS/SP;1.294.94000;0;;;1;99;1702;18900;4822;000;73.29706;1.05767;600;200;500;850.65624;1.000.00000
497;09/11/2013;20;49;79;31;42;6;34;AMÉRICA/RN;1.309.12200;0;;;0;88;1888;20438;5922;000;0.0;1.18268;600;200;500;1.105.64347;1.150.00000
498;12/11/2013;17;56;53;80;37;35;48;MIXTO/MT;1.239.58200;0;;;2;156;2661;23017;4863;000;33.87249;62037.0;600;200;500;1.275.00593;1.400.00000
499;14/11/2013;66;42;67;11;13;50;28;UBERLÂNDIA/MG;1.398.66600;0;;;1;105;2612;25249;4313;000;77.79119;1.0583799999999999;600;200;500;1.654.89807;1.800.00000
500;16/11/2013;57;9;65;11;44;78;75;ATLÉTICO/GO;1.052.95600;0;;;3;73;1912;18967;5371;000;19.044610000000002;1.1180700000000001;600;200;500;1.797.73263;1.900.00000
501;19/11/2013;49;33;28;61;12;30;16;SANTOS/SP;1.381.79800;0;;;2;132;2552;24253;23425;000;31.82788;68891.0;600;200;500;1.956.87206;2.100.00000
502;21/11/2013;33;14;38;70;66;79;57;AMERICANO/RJ;1.490.22000;0;;;6;124;2470;24476;5184;000;13.90221;96098.0;600;200;500;2.165.40528;2.300.00000
503;23/11/2013;1;2;33;38;47;23;51;GRÊMIO/RS;1.479.53000;0;;;7;139;2442;25709;24276;000;9.862680000000001;70954.0;600;200;500;2.338.00211;2.500.00000
504;26/11/2013;33;74;41;79;44;34;65;NACIONAL/AM;1.437.13400;1;ORIXIMINÁ;PA;2;95;2043;23045;4582;2.540.94039;40.58766;1.22068;600;200;500;000;350.00000
505;28/11/2013;40;55;7;8;75;39;76;PAYSANDU/PA;1.112.58000;0;;;3;82;1662;17417;4606;000;20.71771;1.0828;600;200;500;332.59127;500.00000
506;30/11/2013;14;21;42;50;39;41;48;LONDRINA/PR;1.158.16600;0;;;0;89;1647;16901;5742;000;0.0;1.03452;600;200;500;558.16883;700.00000
507;03/12/2013;61;8;65;21;28;32;58;UNIÃO BARBARENSE/SP;1.134.21400;0;;;2;92;1657;17215;2501;000;32.5403;1.0105600000000001;600;200;500;720.87033;900.00000
508;05/12/2013;35;80;28;33;47;25;51;PAULISTA/SP;1.327.88400;0;;;3;118;2738;25525;3269;000;24.5935;89322.0;600;200;500;905.32160;1.100.00000
509;07/12/2013;45;23;28;72;6;29;53;CORINTHIANS/SP;1.331.75200;0;;;5;146;2807;25132;30724;000;10.97264;53682.0;600;200;500;1.202.64368;1.400.00000
510;10/12/2013;7;69;52;44;80;10;79;XV PIRACICABA/SP;1.196.34000;0;;;7;162;2707;24611;3111;000;9.38595;57937.0;600;200;500;1.366.89777;1.500.00000
511;12/12/2013;43;79;63;13;66;3;31;FORTALEZA/CE;1.409.38200;1;OSASCO;SP;5;156;2730;26082;11823;1.549.12762;14.578389999999999;66750.0;600;200;500;000;100.00000
512;14/12/2013;59;4;63;11;7;19;39;INTER LIMEIRA/SP;1.043.96800;0;;;3;175;2720;22931;4040;000;18.56602;45467.0;600;200;500;139.24515;250.00000
513;17/12/2013;41;35;26;43;69;5;8;BAHIA/BA;944.40200;0;;;2;94;1622;16042;9858;000;24.032329999999998;73046.0;600;200;500;259.40677;400.00000
514;19/12/2013;29;73;41;44;26;71;68;GOIÁS/GO;1.015.55800;0;;;1;82;1493;15202;8430;000;53.99026;94059.0;600;200;500;542.55571;700.00000
515;21/12/2013;78;9;70;21;26;17;79;ABC/RN;1.052.02400;0;;;3;88;1616;16380;7368;000;18.88297;91962.0;600;200;500;684.17797;800.00000
516;24/12/2013;58;80;30;21;59;1;71;XV PIRACICABA/SP;934.21400;0;;;3;109;1879;16698;2362;000;17.41873;68487.0;600;200;500;814.81843;900.00000
517;26/12/2013;8;32;42;57;22;36;15;CRICIÚMA/SC;949.94400;0;;;3;86;1831;17038;3371;000;17.502670000000002;87222.0;600;200;500;946.08846;1.100.00000
518;28/12/2013;1;56;75;47;44;13;59;ATLÉTICO/GO;1.187.61800;0;;;1;124;2343;22385;6179;000;63.921380000000006;73642.0;600;200;500;1.105.89191;1.250.00000
519;31/12/2013;48;77;52;57;73;76;61;MOTO CLUBE/MA;1.059.41000;0;;;3;104;1630;16286;3365;000;19.98041;82336.0;600;200;500;1.398.38286;1.500.00000
520;02/01/2014;80;27;67;31;59;25;32;PALMAS/TO;914.05600;0;;;4;56;1426;15212;3475;000;12.74388;1.30039;600;200;500;1.525.82163;1.650.00000
521;04/01/2014;48;20;17;10;6;42;53;AVAÍ/SC;1.297.57600;0;;;3;134;2667;25528;7277;000;23.0273;73648.0;600;200;500;1.698.52632;1.800.00000
522;07/01/2014;50;65;23;39;61;72;59;XV PIRACICABA/SP;1.195.34200;0;;;0;65;1550;16415;2818;000;0.0;1.51888;600;200;500;1.940.40860;2.100.00000
523;09/01/2014;78;36;56;67;24;72;4;JUVENTUDE/RS;1.415.59600;0;;;1;123;2545;23746;6602;000;77.75631;90309.0;600;200;500;2.134.79936;2.300.00000
524;11/01/2014;38;58;26;12;80;15;77;SÃO RAIMUNDO/AM;1.509.69400;0;;;5;130;2800;27745;4961;000;16.7262;91902.0;600;200;500;2.519.15382;2.700.00000
525;14/01/2014;66;42;37;61;8;45;13;PONTE PRETA/SP;1.523.10600;0;;;1;151;2778;26672;6723;000;83.58025;79073.0;600;200;500;2.728.10443;2.900.00000
526;16/01/2014;80;18;11;47;63;1;17;FIGUEIRENSE/SC;1.674.15600;0;;;5;199;3682;33542;7097;000;18.07263;64869.0;600;200;500;2.954.01220;3.100.00000
527;18/01/2014;12;80;35;13;46;20;70;PORTUGUESA DESPORTOS/SP;1.581.52600;0;;;5;151;3098;29194;7565;000;17.15563;81152.0;600;200;500;3.168.45753;3.300.00000
528;21/01/2014;42;50;67;44;77;26;31;FLAMENGO/RJ;1.594.55800;0;;;4;79;2438;24903;43692;000;15.7711;1.14076;600;200;500;3.326.16847;3.500.00000
529;23/01/2014;22;53;78;36;50;60;40;IPATINGA/MG;1.970.16600;0;;;1;145;3014;30839;9150;000;109.30701;1.07691;600;200;500;3.815.49245;4.000.00000
530;25/01/2014;58;45;33;21;70;10;49;OLARIA/RJ;1.808.22800;0;;;1;152;3385;31850;5894;000;100.56268;94513.0;600;200;500;4.066.89916;4.300.00000
531;28/01/2014;61;54;66;50;72;23;74;GAMA/DF;1.971.90000;0;;;3;159;3143;29225;9917;000;36.40845;98135.0;600;200;500;4.339.96251;4.600.00000
532;30/01/2014;70;42;19;32;30;63;18;PAULISTA/SP;2.200.07000;0;;;3;148;3179;35406;6109;000;41.608059999999995;1.20486;600;200;500;4.652.02293;4.900.00000
533;01/02/2014;36;10;56;4;35;54;55;ITUANO/SP;2.078.30200;0;;;7;229;4000;39631;9719;000;16.08324;70232.0;600;200;500;4.933.47960;5.200.00000
534;04/02/2014;61;32;4;27;1;70;22;CRICIÚMA/SC;2.181.80400;0;;;3;162;3290;34089;8000;000;40.86655;1.08112;600;200;500;5.524.87603;5.800.00000
535;06/02/2014;75;59;47;7;15;20;34;AVAÍ/SC;2.388.22000;0;;;5;316;4629;43301;14372;000;25.54566;57743.0;600;200;500;5.844.19685;6.100.00000
536;08/02/2014;28;33;61;77;2;65;47;SANTO ANDRÉ/SP;2.346.98400;0;;;7;257;4409;41066;9307;000;18.489829999999998;71944.0;600;200;500;6.167.76893;6.300.00000
537;11/02/2014;66;28;79;53;44;17;35;SPORT/PE;2.230.95000;0;;;13;317;4851;41674;12764;000;9.15345;53625.0;600;200;500;6.465.25598;6.700.00000
538;13/02/2014;42;32;56;35;7;75;57;FIGUEIRENSE/SC;2.666.75400;0;;;7;277;5452;48910;10570;000;20.8665;75330.0;600;200;500;6.830.41967;7.100.00000
539;15/02/2014;5;64;33;14;49;73;41;XV PIRACICABA/SP;2.556.62200;0;;;11;289;5087;45425;7312;000;12.95782;70457.0;600;200;500;7.519.13636;7.800.00000
540;18/02/2014;10;67;6;62;54;72;66;RORAIMA/RR;2.581.71000;0;;;2;204;4172;42602;8355;000;72.4903;1.0152700000000001;600;200;500;7.881.58782;8.000.00000
541;20/02/2014;73;77;76;10;67;60;45;PALMAS/TO;3.049.88600;0;;;5;280;5166;51031;11553;000;33.93949;86580.0;600;200;500;8.305.83141;8.500.00000
542;22/02/2014;46;4;19;63;2;57;36;AMERICANO/RJ;3.452.41000;0;;;7;362;7080;66223;13162;000;26.947459999999996;74440.0;600;200;500;8.777.41182;9.100.00000
543;25/02/2014;5;34;8;39;20;47;37;LONDRINA/PR;3.621.76000;0;;;6;346;6909;65090;19903;000;32.54675;80627.0;600;200;500;9.265.61303;9.700.00000
544;27/02/2014;23;48;33;46;7;26;75;YPIRANGA/AP;4.108.20600;0;;;29;443;8541;78252;15082;000;7.756069999999999;72533.0;600;200;500;10.289.68657;10.800.00000
545;01/03/2014;31;39;49;70;28;66;17;SANTOS/SP;4.391.21000;0;;;3;347;6725;68616;73675;000;68.78665;84956.0;600;200;500;10.805.58643;11.000.00000
546;06/03/2014;72;31;17;49;15;44;39;UBERLÂNDIA/MG;4.927.92400;0;;;28;758;10301;81691;17232;000;9.77749;51596.0;600;200;500;11.490.01040;12.000.00000
547;08/03/2014;45;62;21;71;33;75;20;MIXTO/MT;4.436.04800;0;;;10;352;7445;73053;20307;000;24.4758;99333.0;600;200;500;12.101.90527;12.600.00000
548;11/03/2014;56;59;69;18;75;4;29;SÃO CAETANO/SP;4.793.68800;0;;;11;430;8355;81815;20782;000;24.02179;87787.0;600;200;500;12.762.50454;13.300.00000
549;13/03/2014;35;22;42;75;21;1;66;NACIONAL/AM;5.648.70000;0;;;12;424;8811;91886;22172;000;26.26055;1.06174;600;200;500;14.202.44784;15.000.00000
550;15/03/2014;42;80;46;26;59;63;45;VITÓRIA/BA;5.891.72200;0;;;14;625;11113;104093;42463;000;22.23014;71136.0;600;200;500;14.980.50244;15.500.00000
